ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Corkscrew Road,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-05-27,2020-05-27,2020,Accepted,2580,7,Contract Approval,Corkscrew Road Interlocal Agreement,Corkscrew Road Interlocal Agreement. Action: 1) Approved the Interlocal Agreement between Lee County and The Village of Estero (Corkscrew Road Improvements). 2) Authorized the Mayor to execute the agreement on behalf of the Village of Estero Council,1) Approved the Interlocal Agreement between Lee County and The Village of Estero (Corkscrew Road Improvements). 2) Authorized the Mayor to execute the agreement on behalf of the Village of Estero Council,1) Approved the Interlocal Agreement between Lee County and The Village of Estero (Corkscrew Road Improvements). 2) Authorized the Mayor to execute the agreement on behalf of the Village of Estero Council,1) Approved the Interlocal Agreement between Lee County and The Village of Estero (Corkscrew Road Improvements). 2) Authorized the Mayor to execute the agreement on behalf of the Village of Estero Council,,,See minutes,,,,Corkscrew Road Widening Corridor,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.9,,2020-05-27 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2024-11-06,2024-11-06,2024,Accepted,1967,7,Contract Approval,Corkscrew Road Corkscrew Road CMAR Contract Guaranteed Maximum Price (GMP) Addendum No. 01,Corkscrew Road Corkscrew Road CMAR Contract Guaranteed Maximum Price (GMP) Addendum No. 01. Action: Approved Contract Number 24005 GMP Addendum No. 01 and staff is to come back to Council within 45 days with scope reduction and cost reduction for Council to review,Approved Contract Number 24005 GMP Addendum No. 01 and staff is to come back to Council within 45 days with scope reduction and cost reduction for Council to review,Approved Contract Number 24005 GMP Addendum No. 01 and staff is to come back to Council within 45 days with scope reduction and cost reduction for Council to review,Approved Contract Number 24005 GMP Addendum No. 01 and staff is to come back to Council within 45 days with scope reduction and cost reduction for Council to review,,,Detected,,,,Corkscrew Road Widening Corridor,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.9,TD/CS,11062024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2024-04-03,2024-04-03,2024,Accepted,471,8,Contract Approval,"Construction Site Inspection Contract- Johnson Engineering, Inc","Construction Site Inspection Contract- Johnson Engineering, Inc. Action: Approved EC 2022-38 STA-13 in the amount of $175,486 with Johnson Engineering to perform construction site inspections for all projects within the Village of Estero, approve a $17,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Es...","Approved EC 2022-38 STA-13 in the amount of $175,486 with Johnson Engineering to perform construction site inspections for all projects within the Village of Estero, approve a $17,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2022-38 STA-13 in the amount of $175,486 with Johnson Engineering to perform construction site inspections for all projects within the Village of Estero, approve a $17,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2022-38 STA-13 in the amount of $175,486 with Johnson Engineering to perform construction site inspections for all projects within the Village of Estero, approve a $17,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,Johnson Engineering,EC 2022-38,,"Corkscrew Road from I-75 to Ben Hill Griffin Parkway, Estero, FL","Corkscrew Road from I-75 to Ben Hill Griffin Parkway, Estero, FL",26.434333052689,-81.774029266916,0.5,TD/CS,04032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/04032024%20minutes.pdf,AgendaItemLocation,1,true,
Septic to Sewer,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2021-09-22,2021-09-22,2021,Accepted,1629,6,Contract Approval,"Estero Bay Village, Sunny Groves, & Cypress Bend Utility Expansion Design & Permitting Contract","Estero Bay Village, Sunny Groves, & Cypress Bend Utility Expansion Design & Permitting Contract. Action: Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cost) to cover unforese...","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA with Tetra Tech, Inc. and any other related ancillary documents on behalf of the Village Council","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA with Tetra Tech, Inc. and any other related ancillary documents on behalf of the Village Council","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA with Tetra Tech, Inc. and any other related ancillary documents on behalf of the Village Council",,,Detected,Tetra Tech,EC 2020-37,,"Estero Bay Village, Estero, FL","Estero Bay Village, Estero, FL",26.4408,-81.8225,0.9,TD/CS,09222021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09222021%20minutes.pdf,AgendaItemLocation,1,true,
Amendment Two to Contract EC - Estero Parkway,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-02-05,2020-02-05,2020,Accepted,2538,6,Contract Approval,"Approve Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","Approve Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624. Action: No formal action recorded. Approve Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","No formal action recorded. Approve Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","No formal action recorded. Approve Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624",,,,,,EC 2017-28,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.5,,2020-02-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Amendment Two to Contract EC - Estero Parkway,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-02-05,2020-02-05,2020,Accepted,2540,8,Contract Approval,"Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624. Action: No formal action recorded. Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","No formal action recorded. Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","No formal action recorded. Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624","No formal action recorded. Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624",,,Detected,,EC 2017-28,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.5,,2020-02-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
CDBG-DR Infrastructure Grant Applications - Estero Parkway,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2024-03-20,2024-03-20,2024,Accepted,419,3,Contract Approval,CDBG-DR Infrastructure Grant Applications,"CDBG-DR Infrastructure Grant Applications. Action: Approved EC 2023-38 STA-02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG-DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of E...","Approved EC 2023-38 STA-02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG-DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2023-38 STA-02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG-DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2023-38 STA-02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG-DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,,EC 2023-38,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.5,TD/CS,03202024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/03202024%20minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,1073,6,Contract Approval,Estero Parkway Plant Replacements - EC 2021-04 Amendment 5,Estero Parkway Plant Replacements - EC 2021-04 Amendment 5. Action: Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,,,Detected,,EC 2021-04,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.95,TD/CS,06212023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-07-08,2020-07-08,2020,Accepted,1192,5,Vote,"Proposed Capital Improvement Program Review proposed Capital Improvement Program and move to second public hearing on July 22, 2020","Proposed Capital Improvement Program Review proposed Capital Improvement Program and move to second public hearing on July 22, 2020. Action: Motion Failed",Motion Failed,Motion Failed,Motion Failed,,,Detected,,,,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,0.5,TD/SS,07082020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07082020%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
"Estero Sports Park Design Services Contract - RFP - Estero Sports Park, north of Williams Ro","Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2024-10-02,2024-10-02,2024,Accepted,1704,3,Contract Approval,Estero Sports Park Design Services Contract - RFP 100424,"Estero Sports Park Design Services Contract - RFP 100424. Action: Approved Contract 24025 in the amount of $321,990 with Perez Planning + Design LLC to prepare schematic plan and design guidelines for the Estero Sports Park, approve a $32,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Counci...","Approved Contract 24025 in the amount of $321,990 with Perez Planning + Design LLC to prepare schematic plan and design guidelines for the Estero Sports Park, approve a $32,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved Contract 24025 in the amount of $321,990 with Perez Planning + Design LLC to prepare schematic plan and design guidelines for the Estero Sports Park, approve a $32,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved Contract 24025 in the amount of $321,990 with Perez Planning + Design LLC to prepare schematic plan and design guidelines for the Estero Sports Park, approve a $32,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,,,,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL","Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,0.95,TD/CS,10022024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10022024%20minutes.pdf,AgendaItemLocation,1,true,
"RFP-100625 - Estero Sports Park, north of Williams Ro","Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2025-02-05,2025-02-05,2025,Accepted,189,9,Unknown,RFP 100625 Estero Sports Park CMAR Deleted from Agenda,RFP 100625 Estero Sports Park CMAR Deleted from Agenda. Action: No formal action recorded. RFP 100625 Estero Sports Park CMAR Deleted from Agenda,No formal action recorded. RFP 100625 Estero Sports Park CMAR Deleted from Agenda,No formal action recorded. RFP 100625 Estero Sports Park CMAR Deleted from Agenda,,,,,,,,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL","Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,0.95,TD/CS,02052025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/02052025.pdf,AgendaItemLocation,1,true,
"Resolution No. 2024-14 Goodwill Town Commons, A replat of Tract A, Estero Town Commons (PLT2023-E003) A Resolution of the Village Council of the Village of Estero, Florida, Approving Goodwill Town Commons, a Replat of Tract ""A"", ""Estero Town Commo...","Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2024-07-03,2024-07-03,2024,Accepted,1137,14,Contract Approval,"Resolution No. 2024-14 Goodwill Town Commons, A replat of Tract A, Estero Town Commons (PLT2023-E003) A Resolution of the Village Council of the Village of Estero, Florida, Approving Goodwill Town Commons, a Replat of Tract ""A"", ""Estero Town Commo...","Resolution No. 2024-14 Goodwill Town Commons, A replat of Tract A, Estero Town Commons (PLT2023-E003) A Resolution of the Village Council of the Village of Estero, Florida, Approving Goodwill Town Commons, a Replat of Tract ""A"", ""Estero Town Commons"", Rec. Action: Approved the motion to direct the Village Attorney to work with the village manager to send kite an agreement for repayment to require that that agreement be executed by a certain date chosen by the manager and that if the agreement...","Approved the motion to direct the Village Attorney to work with the village manager to send kite an agreement for repayment to require that that agreement be executed by a certain date chosen by the manager and that if the agreement is not executed by that date, to authorize the village attorney to take legal action to collect the money due","Approved the motion to direct the Village Attorney to work with the village manager to send kite an agreement for repayment to require that that agreement be executed by a certain date chosen by the manager and that if the agreement is not executed by that date, to authorize the village attorney to take legal action to collect the money due","Approved the motion to direct the Village Attorney to work with the village manager to send kite an agreement for repayment to require that that agreement be executed by a certain date chosen by the manager and that if the agreement is not executed by that date, to authorize the village attorney to take legal action to collect the money due",,,Detected,,Resolution No. 2024-14,,Estero Town Commons Place,"Estero Town Commons Place, Estero, FL",26.430139,-81.786333,0.8,TD/CS,07032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-01-22,2020-01-22,2020,Accepted,2531,9,Vote,Budget and Capital Improvement Program (CIP) Presentation This workshop was pulled from the agenda,Budget and Capital Improvement Program (CIP) Presentation This workshop was pulled from the agenda. Action: A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,,,Detected,,,,Pelican Sound Subdivision,Pelican Sound Subdivision,26.42929045220349,-81.82471928963577,0.5,,2020-01-22 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-22%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-02-05,2020-02-05,2020,Accepted,2544,12,Vote,Budget and Capital Improvement Program (CIP) Introduction,Budget and Capital Improvement Program (CIP) Introduction. Action: A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,,,Detected,,,,Pelican Sound Subdivision,Pelican Sound Subdivision,26.42929045220349,-81.82471928963577,0.5,,2020-02-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Right of Way Acquisition Services Contract - Sandy Lane,"Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2024-02-07,2024-02-07,2024,Accepted,196,6,Contract Approval,River Ranch Road Easement Acquisition Services Contract,"River Ranch Road Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the V...","Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,,EC 2024-06,,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,0.95,TD/CS,02072024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02072024%20minutes.pdf,AgendaItemLocation,1,true,
"River Ranch Road Improvements - Planning, Design, and Permitting Contract","Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2019-12-04,2019-12-04,2019,Accepted,2498,6,Contract Approval,"Planning, Design and Permitting Services for River Ranch Road Improvements CN 2019-04","Planning, Design and Permitting Services for River Ranch Road Improvements CN 2019-04. Action: 1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project","1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project","1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project","1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project",,,Detected,,CN 2019-04,,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,0.95,,20191204 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191204%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-01-08,2020-01-08,2020,Accepted,2516,9,Contract Approval,"Approve the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","Approve the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements. Action: No formal action recorded. Approve the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","No formal action recorded. Approve the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","No formal action recorded. Approve the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements",,,,,CW3 Engineering,,,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,0.95,,2020-01-08 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","Budget, Contracts & Purchasing",7,Village Council,Regular Meeting,Village Council,2020-01-08,2020-01-08,2020,Accepted,2518,11,Contract Approval,"Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements. Action: No formal action recorded. Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","No formal action recorded. Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","No formal action recorded. Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements","No formal action recorded. Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements",,,Detected,CW3 Engineering,,,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,0.95,,2020-01-08 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
