ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Village Wide Traffic Study Contract,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-01-03,2024-01-03,2024,Accepted,5,5,Contract Approval,Village Wide Traffic Study Contract,"Village Wide Traffic Study Contract. Action: Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and authorize the Village Manager to execute an amendment to the...","Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and authorize the Village Manager to execute an amendment to the agreement to add the locations added by council. Vice Mayor Ribble would like to add the intersection Meadowbrook and Coconut to the study. Councilmember Zalucki would like to add the intersections Corkscrew and Estero Crossing Blvd and Corkscrew and Bella Terra Blvd to the study","Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and authorize the Village Manager to execute an amendment to the agreement to add the locations added by council. Vice Mayor Ribble would like to add the intersection Meadowbrook and Coconut to the study. Councilmember Zalucki would like to add the intersections Corkscrew and Estero Crossing Blvd and Corkscrew and Bella Terra Blvd to the study","Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and authorize the Village Manager to execute an amendment to the agreement to add the locations added by council. Vice Mayor Ribble would like to add the intersection Meadowbrook and Coconut to the study. Councilmember Zalucki would like to add the intersections Corkscrew and Estero Crossing Blvd and Corkscrew and Bella Terra Blvd to the study",,,Detected,Johnson Engineering,EC 2024-07,,Bella Terra Subdivision,Bella Terra Subdivision,26.433015857266223,-81.73086266056815,0.85,TD/CS,01032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01032024%20minutes.pdf,AgendaItemLocation,1,true,
Septic to Sewer,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2021-04-07,2021-04-07,2021,Accepted,532,5,Contract Approval,US 41 Landscape Improvements RFB 2021-02,"US 41 Landscape Improvements RFB 2021-02. Action: Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract and any...","Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council","Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council","Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council",,,Detected,,RFB 2021-02,,"Broadway Avenue East from US 41 to Sandy Lane, Estero, FL","Broadway Avenue East from US 41 to Sandy Lane, Estero, FL",26.441974498538,-81.807963485741,0.9,TD/CS,04072021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/04072021%20minutes.pdf,AgendaItemLocation,1,true,
Septic to Sewer,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2025-10-01,2025-10-01,2025,Accepted,1687,4,Contract Approval,Approval of FDEP Grant L0187 for Estero Broadway Ave East Phase 1 Project,"Approval of FDEP Grant L0187 for Estero Broadway Ave East Phase 1 Project. Action: Approved the Florida DEP Standard Grant Agreement for the Estero Broadway Avenue East Phase 1 project (Agreement Number L0187), and to authorize the Village Manager or designee to execute all related documents","Approved the Florida DEP Standard Grant Agreement for the Estero Broadway Avenue East Phase 1 project (Agreement Number L0187), and to authorize the Village Manager or designee to execute all related documents","Approved the Florida DEP Standard Grant Agreement for the Estero Broadway Avenue East Phase 1 project (Agreement Number L0187), and to authorize the Village Manager or designee to execute all related documents","Approved the Florida DEP Standard Grant Agreement for the Estero Broadway Avenue East Phase 1 project (Agreement Number L0187), and to authorize the Village Manager or designee to execute all related documents",,,Detected,,,,"Broadway Avenue East from US 41 to Sandy Lane, Estero, FL","Broadway Avenue East from US 41 to Sandy Lane, Estero, FL",26.441974498538,-81.807963485741,0.9,TD/CS,10012025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/10012025.pdf,AgendaItemLocation,1,true,
Broadway Avenue Utility Extension,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2025-05-21,2025-05-21,2025,Accepted,853,7,Resolution,"Resolution No. 2025-09 Approving FDOT Grant 454891-1-34-01 for Broadway Avenue West design improvements A Resolution of the Village of Estero, Florida, Approving Execution of a Grant Agreement with FDOT for Design of Broadway Avenue West Improveme...","Resolution No. 2025-09 Approving FDOT Grant 454891-1-34-01 for Broadway Avenue West design improvements A Resolution of the Village of Estero, Florida, Approving Execution of a Grant Agreement with FDOT for Design of Broadway Avenue West Improvements; Mak. Action: Adopted the Resolution No. 2025-09",Adopted the Resolution No. 2025-09,Adopted the Resolution No. 2025-09,Adopted the Resolution No. 2025-09,,,Detected,FDOT,Resolution No. 2025-09,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,05212025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/05212025.pdf,AgendaItemLocation,1,true,
Broadway Avenue Utility Extension,Transportation & Mobility,4,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-07-08,2025-07-08,2025,Pending,1203,5,Public Comment,"Cooper Property - 4741 Broadway Avenue West Rezoning (REZ2025-E001)(District 2) A triangular 0.36-acre parcel on the south side of Broadway Avenue West, across from Riverwoods Plantation and adjacent to the Florida Power & Light Company right-of-way","Cooper Property - 4741 Broadway Avenue West Rezoning (REZ2025-E001)(District 2) A triangular 0.36-acre parcel on the south side of Broadway Avenue West, across from Riverwoods Plantation and adjacent to the Florida Power & Light Company right-of-way. Action: No formal action recorded. Cooper Property - 4741 Broadway Avenue West Rezoning (REZ2025-E001)(District 2) A triangular 0.36-acre parcel on the south side of Broadway Avenue West, across from Riverwoods Plantation and adjacent to the Flor...","No formal action recorded. Cooper Property - 4741 Broadway Avenue West Rezoning (REZ2025-E001)(District 2) A triangular 0.36-acre parcel on the south side of Broadway Avenue West, across from Riverwoods Plantation and adjacent to the Florida Power & Light Company right-of-way. Staff Presentation/Comments Mary Gibbs, Community Development Director Aymee Chavez, Associate Planner Nancy Stroud, Village Land Use Attorney Presentation/Information by Emily Cooper, Property Owners' daughter-in-law Public Comment None. Board Questions or Comments Board Members Jones, Jeannin, Wallace, and Vice Chairman Sheeley 7","No formal action recorded. Cooper Property - 4741 Broadway Avenue West Rezoning (REZ2025-E001)(District 2) A triangular 0.36-acre parcel on the south side of Broadway Avenue West, across from Riverwoods Plantation and adjacent to the Florida Power & Light Company right-of-way. Staff Presentation/Comments Mary Gibbs, Community Development Director Aymee Chavez, Associate Planner Nancy Stroud, Village Land Use Attorney Presentation/Information by Emily Cooper, Property Owners' daughter-in-law Public Comment None. Board Questions or Comments Board Members Jones, Jeannin, Wallace, and Vice Chairman Sheeley 7",,,,,,,2,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.9,null,07082025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/07082025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Broadway Avenue Utility Extension,Transportation & Mobility,4,Village Council,Budget Hearing,Public Hearing,2025-09-17,2025-09-17,2025,Accepted,1574,7,Vote,Broadway Ave. West Safety and Drainage Improvements -Request for Qualifications (RFQ) 102125,"Broadway Ave. West Safety and Drainage Improvements -Request for Qualifications (RFQ) 102125. Action: Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering","Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering","Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering","Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering",,,Detected,,RFQ 102125,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,09172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/09172025.pdf,AgendaItemLocation,1,true,
Broadway Avenue Utility Extension,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2025-12-17,2025-12-17,2025,Accepted,2253,6,Contract Approval,Broadway Ave. West Safety and Drainage Improvements - Design & Permitting Contract,"Broadway Ave. West Safety and Drainage Improvements - Design & Permitting Contract. Action: Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the con...","Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council",,,Detected,,,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,12172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12172025.pdf,AgendaItemLocation,1,true,
Broadway Avenue Utility Extension,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2026-06-17,2026-06-17,2026,Accepted,1029,7,Resolution,"Resolution No. 2026 -09 Authorizing Village Manage to execute FEMA HMGP Grant 4673-338-R Agreement for the Village of Estero, Broadway Avenue West, Infrastructure Retrofit A Resolution of the Village Council of the Village of Estero, Florida, Appr...","Resolution No. 2026 -09 Authorizing Village Manage to execute FEMA HMGP Grant 4673-338-R Agreement for the Village of Estero, Broadway Avenue West, Infrastructure Retrofit A Resolution of the Village Council of the Village of Estero, Florida, Approving Ex. Action: Adopted Resolution 2026-09",Adopted Resolution 2026-09,Adopted Resolution 2026-09,Adopted Resolution 2026-09,,,Detected,,Resolution 2026-09,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.9,TD/CS,06172026.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/06172026.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2021-01-06,2021-01-06,2021,Accepted,147,5,Ordinance,"First Reading of Ordinance 2020-11 for Estero Crossing relating to the traffic signal at Corkscrew Road and Puente Lane An Ordinance of the Village Council of the Village of Estero, Florida, Amending Ordinance 2019-29 to Revise Certain Transportat...","First Reading of Ordinance 2020-11 for Estero Crossing relating to the traffic signal at Corkscrew Road and Puente Lane An Ordinance of the Village Council of the Village of Estero, Florida, Amending Ordinance 2019-29 to Revise Certain Transportation Cond. Action: Passed first reading of Ordinance No. 2020-11 and schedule second reading/public hearing for January 20, 2020","Passed first reading of Ordinance No. 2020-11 and schedule second reading/public hearing for January 20, 2020","Passed first reading of Ordinance No. 2020-11 and schedule second reading/public hearing for January 20, 2020","Passed first reading of Ordinance No. 2020-11 and schedule second reading/public hearing for January 20, 2020",,,Detected,,Ordinance 2020-11,,CORKSCREW RD & PUENTE LN,CORKSCREW RD & PUENTE LN,26.43138316862,-81.7846769284524,0.93,TD/SS,0162021 Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/0162021%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2022-01-05,2022-01-05,2022,Accepted,40,9,Public Comment,Corkscrew Rd and Puente Lane Traffic Signal Update,"Corkscrew Rd and Puente Lane Traffic Signal Update. Action: No formal action recorded. Corkscrew Rd and Puente Lane Traffic Signal Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Public Comments In-Person Gary Israel, Stoneybrook Council Questions or Comments Councilmembers Boesch, Fiesel, Vice Mayor McLain, and Mayor Errington","No formal action recorded. Corkscrew Rd and Puente Lane Traffic Signal Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Public Comments In-Person Gary Israel, Stoneybrook Council Questions or Comments Councilmembers Boesch, Fiesel, Vice Mayor McLain, and Mayor Errington","No formal action recorded. Corkscrew Rd and Puente Lane Traffic Signal Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Public Comments In-Person Gary Israel, Stoneybrook Council Questions or Comments Councilmembers Boesch, Fiesel, Vice Mayor McLain, and Mayor Errington",,,,,,,,CORKSCREW RD & PUENTE LN,CORKSCREW RD & PUENTE LN,26.43138316862,-81.7846769284524,0.93,TD/CS,01052022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/01052022%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-03-18,2020-03-18,2020,Accepted,2568,4,Vote,Pelican Landing Traffic Signal Village Attorney Presentation/Comments: Village Attorney Saunders addressed conversations that he has had with attorneys representing Lennar Corp. with respect to the Pelican Landing traffic signal and putting them o...,"Pelican Landing Traffic Signal Village Attorney Presentation/Comments: Village Attorney Saunders addressed conversations that he has had with attorneys representing Lennar Corp. with respect to the Pelican Landing traffic signal and putting them on notice. Action: Authorized the Village Manager to proceed to litigation and directed staffto explore whether or not this is a code violation and, ifso, to take appropriate action immediately on the code violation","Authorized the Village Manager to proceed to litigation and directed staffto explore whether or not this is a code violation and, ifso, to take appropriate action immediately on the code violation","Authorized the Village Manager to proceed to litigation and directed staffto explore whether or not this is a code violation and, ifso, to take appropriate action immediately on the code violation","Authorized the Village Manager to proceed to litigation and directed staffto explore whether or not this is a code violation and, ifso, to take appropriate action immediately on the code violation",,,See minutes,,,,Casta Del Sol at Pelican Landing Condominium,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,0.85,DA/MI,2020-03-18 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-03-18%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"Coconut Road Traffic Study Prepared by Trebilcock Consulting Solutions, PA",Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2016-04-20,2016-04-20,2016,Accepted,618,4,Presentation,"Coconut Road Traffic Study Prepared by Trebilcock Consulting Solutions, PA","Coconut Road Traffic Study Prepared by Trebilcock Consulting Solutions, PA. Action: No formal action recorded. Coconut Road Traffic Study Prepared by Trebilcock Consulting Solutions, PA Village Manager Sarkozy provided a brief introduction. Presentation by: Norman Trebilcock, Trebilcock Consulting Solutions, PA, provided details of the approximate 3 Yz mile study area, which examined existing and future conditions; traffic counts collected during the peak season 2016; trips added from future...","No formal action recorded. Coconut Road Traffic Study Prepared by Trebilcock Consulting Solutions, PA Village Manager Sarkozy provided a brief introduction. Presentation by: Norman Trebilcock, Trebilcock Consulting Solutions, PA, provided details of the approximate 3 Yz mile study area, which examined existing and future conditions; traffic counts collected during the peak season 2016; trips added from future developments directly impacting Coconut Road in Bonita Springs, unincorporated Lee County and the Village of Estero; and analyzed the intersection of US 41 and Coconut Road in terms of delay based on vehicle turning movement counts. Mr. Trebilcock also addressed study findings and recommendations. Questions or Comments by: Councilmembers Boesch, Errington, Ribble, Vice Mayor Levitan, and Mayor Batos. Discussion included cooperation between entities and potential impacts of future construction projects. Public","No formal action recorded. Coconut Road Traffic Study Prepared by Trebilcock Consulting Solutions, PA Village Manager Sarkozy provided a brief introduction. Presentation by: Norman Trebilcock, Trebilcock Consulting Solutions, PA, provided details of the approximate 3 Yz mile study area, which examined existing and future conditions; traffic counts collected during the peak season 2016; trips added from future developments directly impacting Coconut Road in Bonita Springs, unincorporated Lee County and the Village of Estero; and analyzed the intersection of US 41 and Coconut Road in terms of delay based on vehicle turning movement counts. Mr. Trebilcock also addressed study findings and recommendations. Questions or Comments by: Councilmembers Boesch, Errington, Ribble, Vice Mayor Levitan, and Mayor Batos. Discussion included cooperation between entities and potential impacts of future construction projects. Public",,,,,,,,Coconut Road,"Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,0.9,DA/MI,042016 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/042016%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-06-07,2017-06-07,2017,Accepted,929,4,Resolution,"Resolution No. 2017-14 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Florida Department of Transportation Installing Signs on US 41, Between Corkscrew Road and Coconut Road, Designated as ""Coach Jeff Sommer Memo...","Resolution No. 2017-14 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Florida Department of Transportation Installing Signs on US 41, Between Corkscrew Road and Coconut Road, Designated as ""Coach Jeff Sommer Memorial Hig. Action: Adopted Resolution No. 2017-14",Adopted Resolution No. 2017-14,Adopted Resolution No. 2017-14,Adopted Resolution No. 2017-14,,,Unanimous,,Resolution No. 2017-14,,Coconut Road,"Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,0.9,DR/GR,060717 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/060717%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,3,false,
The Brooks Commons Club - Pickleball Court Expansion Limited Development Order (LDO2022-E051) (District 6) Applicant is seeking approval for the redevelopment of a portion of the community's property on Coconut Road adjacent to the Commons Club. T...,Transportation & Mobility,4,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-05-09,2023-05-09,2023,Accepted,735,2,Vote,The Brooks Commons Club - Pickleball Court Expansion Limited Development Order (LDO2022-E051) (District 6) Applicant is seeking approval for the redevelopment of a portion of the community's property on Coconut Road adjacent to the Commons Club. T...,"The Brooks Commons Club - Pickleball Court Expansion Limited Development Order (LDO2022-E051) (District 6) Applicant is seeking approval for the redevelopment of a portion of the community's property on Coconut Road adjacent to the Commons Club. The park'. Action: Approved the Development with the following conditions: to delegate where the bicycle spaces will be in proximity to the courts, they have three months to remediate any sound violations, the sound violations will be set off Ansi sta...","Approved the Development with the following conditions: to delegate where the bicycle spaces will be in proximity to the courts, they have three months to remediate any sound violations, the sound violations will be set off Ansi standards of 55 decibels, and staff will work with the applicant to meet the lighting requirements","Approved the Development with the following conditions: to delegate where the bicycle spaces will be in proximity to the courts, they have three months to remediate any sound violations, the sound violations will be set off Ansi standards of 55 decibels, and staff will work with the applicant to meet the lighting requirements","Approved the Development with the following conditions: to delegate where the bicycle spaces will be in proximity to the courts, they have three months to remediate any sound violations, the sound violations will be set off Ansi standards of 55 decibels, and staff will work with the applicant to meet the lighting requirements",,,See minutes,,LDO2022-E051,6,"Commons Club at The Brooks, Estero, FL","Commons Club at The Brooks, Estero, FL",26.3974648,-81.7889557,1.0,null,05092023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/05092023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-05-27,2020-05-27,2020,Accepted,2582,9,Contract Approval,Corkscrew Road/Puente Lane Traffic Signal Developer Agreement (Stock Development),Corkscrew Road/Puente Lane Traffic Signal Developer Agreement (Stock Development). Action: Approved the Corkscrew Road/Puente Lane Traffic Signal Developer Agreement and authorized the Village of Estero Mayor to execute the agreement,Approved the Corkscrew Road/Puente Lane Traffic Signal Developer Agreement and authorized the Village of Estero Mayor to execute the agreement,Approved the Corkscrew Road/Puente Lane Traffic Signal Developer Agreement and authorized the Village of Estero Mayor to execute the agreement,Approved the Corkscrew Road/Puente Lane Traffic Signal Developer Agreement and authorized the Village of Estero Mayor to execute the agreement,,,Detected,,,,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,1.0,,2020-05-27 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-05-27,2020-05-27,2020,Accepted,2583,10,Contract Approval,Corkscrew Road/Puente Lane Traffic Signal Design - Contract EC 2019-04 STA-1 Change Order O1,"Corkscrew Road/Puente Lane Traffic Signal Design - Contract EC 2019-04 STA-1 Change Order O1. Action: 1) Approved Change Order Number O1 to Contract Number EC 2019-04­ STA 1 to increase the total contract ofSTAl by $10,000 to $174,515. 2) Authorized the Village Manager to execute the Change Order and other additional implementing documents within the scope of the Change Order on behalf of the Village ofEstero Council","1) Approved Change Order Number O1 to Contract Number EC 2019-04­ STA 1 to increase the total contract ofSTAl by $10,000 to $174,515. 2) Authorized the Village Manager to execute the Change Order and other additional implementing documents within the scope of the Change Order on behalf of the Village ofEstero Council","1) Approved Change Order Number O1 to Contract Number EC 2019-04­ STA 1 to increase the total contract ofSTAl by $10,000 to $174,515. 2) Authorized the Village Manager to execute the Change Order and other additional implementing documents within the scope of the Change Order on behalf of the Village ofEstero Council","1) Approved Change Order Number O1 to Contract Number EC 2019-04­ STA 1 to increase the total contract ofSTAl by $10,000 to $174,515. 2) Authorized the Village Manager to execute the Change Order and other additional implementing documents within the scope of the Change Order on behalf of the Village ofEstero Council",,,Detected,,EC 2019-04,,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,1.0,,2020-05-27 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-07-22,2020-07-22,2020,Accepted,1291,8,Contract Approval,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement Approve the Interlocal Agreement between Lee County and the Village ofEstero for Corkscrew Road/Puente Lane Traffic Signal. Because the Lee County Commission is currently on summer bre...,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement Approve the Interlocal Agreement between Lee County and the Village ofEstero for Corkscrew Road/Puente Lane Traffic Signal. Because the Lee County Commission is currently on summer break the p. Action: Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council including any mino...,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,,,Detected,,,,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,1.0,TD/SS,07222020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07222020%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
