ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a...,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-12-12,2023-12-12,2023,Accepted,2212,4,Public Comment,Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a...,Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking . Action: No formal action recorded. Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo...,"No formal action recorded. Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking lot. Applicant is seeking a zoning amendment to allow a 111-room hotel.  Staff Presentation/Comments Jim Hart, Development Review Manager Presentation/Information by Village Consultants Neale Montgomery, Pavese Law Firm Mitul Patel, Peachtree Group Lee Shuman, Peachtree Group Jeremy M. Pettit, P.E., Ingenium Enterprises, Inc - Civil Engineering & Planning Christopher Allred AIA, The RBA Group Public Comment None. Board Questions or Comments Board Members Wallace, Jeannin, Jones, Vice Chairman Gargano, and Chairman Wood","No formal action recorded. Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking lot. Applicant is seeking a zoning amendment to allow a 111-room hotel.  Staff Presentation/Comments Jim Hart, Development Review Manager Presentation/Information by Village Consultants Neale Montgomery, Pavese Law Firm Mitul Patel, Peachtree Group Lee Shuman, Peachtree Group Jeremy M. Pettit, P.E., Ingenium Enterprises, Inc - Civil Engineering & Planning Christopher Allred AIA, The RBA Group Public Comment None. Board Questions or Comments Board Members Wallace, Jeannin, Jones, Vice Chairman Gargano, and Chairman Wood",,,,,,,6,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,null,12122023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/12122023%20PZDB%20Minutes.pdf,AgendaItemLocation,2,false,
"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...",Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2016-08-17,2016-08-17,2016,Accepted,1354,10,Ordinance,"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...","Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 41 on the. Action: Passed first reading of Ordinance No. 2016-10",Passed first reading of Ordinance No. 2016-10,Passed first reading of Ordinance No. 2016-10,Passed first reading of Ordinance No. 2016-10,,,Unanimous,,Ordinance No. 2016-10,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DA/MI,081716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,2,false,
"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...",Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2017-02-15,2017-02-15,2017,Accepted,243,9,Ordinance,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...","Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Proper. Action: Continued first reading of Ordinance No. 2017-02",Continued first reading of Ordinance No. 2017-02,Continued first reading of Ordinance No. 2017-02,Continued first reading of Ordinance No. 2017-02,,,Unanimous,,Ordinance No. 2017-02,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,021517 Council Meeting  Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/021517%20Council%20Meeting%20%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...",Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2017-06-21,2017-06-21,2017,Accepted,1046,4,Ordinance,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...","Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Proper. Action: Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan",Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan,Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan,Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan,,,Unanimous,,Ordinance No. 2017-02,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,,062117 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/062117%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Village Council Meeting Final Act...",Commercial & Mixed-Use Development,2,Village Council,Zoning Hearing,Public Hearing,2017-07-26,2017-07-26,2017,Accepted,1298,1,Ordinance,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Village Council Meeting Final Act...","Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Village Council Meeting Final Action Agen. Action: Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on th...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...",,,Unanimous,,Ordinance No. 2017-02,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,,072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/072617%20Zoning%20and%20DRI%20Development%20Order%20Hearing%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint presentation, provided background information; vi...",Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2015-09-23,2015-09-23,2015,Accepted,1633,1,Public Comment,"Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint presentation, provided background information; vi...","Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint presentation, provided background information; vision and. Action: No formal action recorded. Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint present...","No formal action recorded. Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint presentation, provided background information; vision and services for Coconut Point; team and commitment, including design and construction management team; new campus master plan and phase one multi-specialty building; maintaining communication and local community engagement; project schedule; and more to come: Bonita Bay Lifestyle Center; Healthy Life Center at Coconut Point Mall. Council discussion followed. Mayor Batos called for public comment and no one came forward. Village Council Special Meeting Minutes - September 23, 2015 : Page 1 of 5","No formal action recorded. Presentation: Suzanne Bradach - Progress with the Lee Memorial Health System at Coconut Point expansion Suzanne Bradach, Director, Special Projects, Lee Memorial Health System, through a PowerPoint presentation, provided background information; vision and services for Coconut Point; team and commitment, including design and construction management team; new campus master plan and phase one multi-specialty building; maintaining communication and local community engagement; project schedule; and more to come: Bonita Bay Lifestyle Center; Healthy Life Center at Coconut Point Mall. Council discussion followed. Mayor Batos called for public comment and no one came forward. Village Council Special Meeting Minutes - September 23, 2015 : Page 1 of 5",,,,,,,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,null,09232015 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/09232015%20minutes.pdf,AgendaItemLocation,1,true,
"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date",Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2017-01-04,2017-01-04,2017,Accepted,11,2,Consent Agenda,"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date","Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date. Action: Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting","Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting","Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting","Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting",,,Unanimous,,Resolution No. 2017-01,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,010417 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/010417%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date",Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2017-01-18,2017-01-18,2017,Accepted,85,3,Resolution,"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date","Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date. Action: Adopted Resolution No. 2017-01",Adopted Resolution No. 2017-01,Adopted Resolution No. 2017-01,Adopted Resolution No. 2017-01,,,Unanimous,,Resolution No. 2017-01,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,011817 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/011817%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Tow...,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-10-10,2023-10-10,2023,Accepted,1750,1,Vote,Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Tow...,Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Town Center. Action: MOTION FAILED,MOTION FAILED,MOTION FAILED,MOTION FAILED,,,See minutes,,DOS2023-E010,6,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL","Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,1.0,null,10102023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Tow...,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-10-10,2023-10-10,2023,Accepted,1751,2,Vote,Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Tow...,Brooks Town Center Apartments (aka Coconut Pointe Residences) - Development Order (DOS2023-E010) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Applicant seeks to redevelop a portion of the Brooks Town Center. Action: Approved Development Order with a stipulation that the 20 spaces immediately in front of the commercial area that are back-to-back spaces be strictly reserved for commercial and not for joint use,Approved Development Order with a stipulation that the 20 spaces immediately in front of the commercial area that are back-to-back spaces be strictly reserved for commercial and not for joint use,Approved Development Order with a stipulation that the 20 spaces immediately in front of the commercial area that are back-to-back spaces be strictly reserved for commercial and not for joint use,Approved Development Order with a stipulation that the 20 spaces immediately in front of the commercial area that are back-to-back spaces be strictly reserved for commercial and not for joint use,,,See minutes,,DOS2023-E010,6,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL","Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,1.0,null,10102023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
The Residences at Brooks Town Center (also known as Coconut Pointe Residences at the Brooks) - Final Plan Approval (DCI2020-E001) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Request for Final Plan...,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-07-11,2023-07-11,2023,Accepted,1197,1,Resolution,The Residences at Brooks Town Center (also known as Coconut Pointe Residences at the Brooks) - Final Plan Approval (DCI2020-E001) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Request for Final Plan...,The Residences at Brooks Town Center (also known as Coconut Pointe Residences at the Brooks) - Final Plan Approval (DCI2020-E001) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Request for Final Plan Approval. Action: Approved Resolution 2023-01,Approved Resolution 2023-01,Approved Resolution 2023-01,Approved Resolution 2023-01,,,See minutes,,DCI2020-E001,6,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL","Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,1.0,null,07112023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Estero Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant...",Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-05-14,2024-05-14,2024,Accepted,760,2,Vote,"Estero Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant...","Estero Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks to. Action: Approved the Limited Development Order with option 1 for the color scheme",Approved the Limited Development Order with option 1 for the color scheme,Approved the Limited Development Order with option 1 for the color scheme,Approved the Limited Development Order with option 1 for the color scheme,,,See minutes,,LDO2024-E008,6,"Coconut Road & Oakwilde Boulevard, Estero, FL","Coconut Road & Oakwilde Boulevard, Estero, FL",26.398580002784,-81.798864007834,1.0,null,05142024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/05142024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks t...",Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-04-09,2024-04-09,2024,Accepted,550,6,Public Comment,"Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks t...","Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks to remode. Action: No formal action recorded. Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and ea...","No formal action recorded. Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks to remodel the existing guardhouse, changing the appearance and increasing the height and roof overhang. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Adrian Karapici, AM Design Group Board Questions or Comments Board Members Tatooles, Jones, Jeannin, Wallace, Sheeley, Vice Chairman Gargano, and Chairman Wood Public Comment None","No formal action recorded. Shadow Wood Community Association - Coconut Road Guardhouse Remodel (LDO2024-E008) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard, north of Coconut Road, and east of Via Coconut Point. Applicant seeks to remodel the existing guardhouse, changing the appearance and increasing the height and roof overhang. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Adrian Karapici, AM Design Group Board Questions or Comments Board Members Tatooles, Jones, Jeannin, Wallace, Sheeley, Vice Chairman Gargano, and Chairman Wood Public Comment None",,,,,,LDO2024-E008,6,"Coconut Road & Oakwilde Boulevard, Estero, FL","Coconut Road & Oakwilde Boulevard, Estero, FL",26.398580002784,-81.798864007834,1.0,null,04092024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/04092024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-10-25,2022-10-25,2022,Accepted,1857,8,Public Comment,"Development Order - Corkscrew Self Storage (DOS2022-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and directly west of Firehouse Lane. Applicant is proposing a3-building 150,000± s.f. self-storage f...","Development Order - Corkscrew Self Storage (DOS2022-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and directly west of Firehouse Lane. Applicant is proposing a3-building 150,000± s.f. self-storage facility.. Action: No formal action recorded. Development Order - Corkscrew Self Storage (DOS2022-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and directly west of Firehouse Lane. Applicant is proposin...","No formal action recorded. Development Order - Corkscrew Self Storage (DOS2022-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and directly west of Firehouse Lane. Applicant is proposing a3-building 150,000± s.f. self-storage facility.  These two items were presented together. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: Neale Montgomery, Pavese Law Firm Al Quattrone, P.E., Quattrone & Associates, Inc. Ted Treesh, TR Transportation Brandon Kline, LEED-AP, AIA, The Geis Companies Gregory J. Diserio, R.L.A., David M. Jones, Jr. and Associates, Inc. Nicole Weir, Interplan, LLC Samuel Shroyer, Edward Dugger& Associates Public Comment: In Person Bill Reynolds, Stoneybrook Eileen Hoff, Stoneybrook Gary Israel, Stoneybrook Marsha Maryfield, Stoneybrook Dave Costello, Villages of Country Creek eComments Chesley ""Chuck"" A","No formal action recorded. Development Order - Corkscrew Self Storage (DOS2022-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and directly west of Firehouse Lane. Applicant is proposing a3-building 150,000± s.f. self-storage facility.  These two items were presented together. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: Neale Montgomery, Pavese Law Firm Al Quattrone, P.E., Quattrone & Associates, Inc. Ted Treesh, TR Transportation Brandon Kline, LEED-AP, AIA, The Geis Companies Gregory J. Diserio, R.L.A., David M. Jones, Jr. and Associates, Inc. Nicole Weir, Interplan, LLC Samuel Shroyer, Edward Dugger& Associates Public Comment: In Person Bill Reynolds, Stoneybrook Eileen Hoff, Stoneybrook Gary Israel, Stoneybrook Marsha Maryfield, Stoneybrook Dave Costello, Villages of Country Creek eComments Chesley ""Chuck"" A",,,,,,DOS2022-E008,5,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,1.0,null,10252022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-03-14,2023-03-14,2023,Accepted,371,4,Public Comment,"Corkscrew Pines Self-Storage - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing 3 storage buildings totaling ±150,000 squar...","Corkscrew Pines Self-Storage - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing 3 storage buildings totaling ±150,000 square feet. Action: No formal action recorded. Corkscrew Pines Self-Storage - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing 3 s...","No formal action recorded. Corkscrew Pines Self-Storage - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing 3 storage buildings totaling ±150,000 square feet. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Brandon Kline, Geis Companies Public Comment None. Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, and Chairman Wood","No formal action recorded. Corkscrew Pines Self-Storage - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing 3 storage buildings totaling ±150,000 square feet. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Brandon Kline, Geis Companies Public Comment None. Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, and Chairman Wood",,,,,,DOS2021-E008,5,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,1.0,null,03142023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/03142023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
